,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
2509,Annual,Guatemala,United States,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,174668.832,WITS - UNSD Comtrade
2559,Annual,Uganda,Sub-Saharan Africa,Food,Import Trade Value (US$ Thousand),2017,174647.33039,WITS - UNSD Comtrade
3222,Annual,Austria,Netherlands,Animal,Import Trade Value (US$ Thousand),2017,174533.763079087,WITS - UNSD Comtrade
1778,Annual,St. Lucia,United States,Manufactures,Import Trade Value (US$ Thousand),2017,174493.826802295,WITS - UNSD Comtrade
2150,Annual,Togo,World,Transportation,Import Trade Value (US$ Thousand),2017,174239.46486635,WITS - UNSD Comtrade
822,Annual,Mauritius,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,174207.572298309,WITS - UNSD Comtrade
766,Annual,Nigeria,Germany,Metals,Import Trade Value (US$ Thousand),2017,174203.651905842,WITS - UNSD Comtrade
2044,Annual,Mongolia,Russian Federation,Intermediate goods,Import Trade Value (US$ Thousand),2017,174203.53458,WITS - UNSD Comtrade
1076,Annual,Finland,Europe and Central Asia,Footwear,Import Trade Value (US$ Thousand),2017,174131.386929475,WITS - UNSD Comtrade
603,Annual,Kyrgyz Republic,Europe and Central Asia,Textiles,Import Trade Value (US$ Thousand),2017,174050.558,WITS - UNSD Comtrade
518,Annual,Bolivia,China,Chemicals,Import Trade Value (US$ Thousand),2017,174013.16676,WITS - UNSD Comtrade
477,Annual,Myanmar,China,Stone and Glass,Import Trade Value (US$ Thousand),2017,174012.09365,WITS - UNSD Comtrade
724,Annual,Slovenia,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,173865.19816,WITS - UNSD Comtrade
735,Annual,Zambia,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,173810.211,WITS - UNSD Comtrade
2387,Annual,Namibia,Sub-Saharan Africa,Miscellaneous,Import Trade Value (US$ Thousand),2017,173723.115206113,WITS - UNSD Comtrade
1465,Annual,Lao PDR,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,173594.529,WITS - UNSD Comtrade
3741,Annual,Kuwait,World,Fuels,Import Trade Value (US$ Thousand),2017,173555.500859863,WITS - UNSD Comtrade
1179,Annual,Malta,Italy,Transportation,Import Trade Value (US$ Thousand),2017,173432.710453211,WITS - UNSD Comtrade
564,Annual,Bahrain,China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,173418.841022879,WITS - UNSD Comtrade
464,Annual,Armenia,China,Capital goods,Import Trade Value (US$ Thousand),2017,173370.31817,WITS - UNSD Comtrade
797,Annual,Ukraine,Germany,Miscellaneous,Import Trade Value (US$ Thousand),2017,173295.60896,WITS - UNSD Comtrade
2300,Annual,Fiji,World,Metals,Import Trade Value (US$ Thousand),2017,173269.268301032,WITS - UNSD Comtrade
2383,Annual,"Congo, Dem. Rep.",Sub-Saharan Africa,Minerals,Import Trade Value (US$ Thousand),2017,173243.878609775,WITS - UNSD Comtrade
2792,Annual,Rwanda,World,Raw materials,Import Trade Value (US$ Thousand),2017,173103.156163306,WITS - UNSD Comtrade
1939,Annual,Ukraine,Latin America and Caribbean,Ores and Metals,Import Trade Value (US$ Thousand),2017,172878.60595,WITS - UNSD Comtrade
925,Annual,Occ.Pal.Terr,Israel,Chemicals,Import Trade Value (US$ Thousand),2017,172777.148460994,WITS - UNSD Comtrade
145,Annual,Croatia,Austria,Wood,Import Trade Value (US$ Thousand),2017,172775.639,WITS - UNSD Comtrade
902,Annual,"Serbia, FR(Serbia/Montenegro)",East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,172746.634,WITS - UNSD Comtrade
2774,Annual,Estonia,Sub-Saharan Africa,Food Products,Import Trade Value (US$ Thousand),2017,172710.211812067,WITS - UNSD Comtrade
696,Annual,Burkina Faso,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,172672.941637151,WITS - UNSD Comtrade
1663,Annual,"Gambia, The",Sub-Saharan Africa,All Products,Import Trade Value (US$ Thousand),2017,172499.449849717,WITS - UNSD Comtrade
905,Annual,"Serbia, FR(Serbia/Montenegro)",East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,172460.023,WITS - UNSD Comtrade
1101,Annual,Slovenia,Europe and Central Asia,Hides and Skins,Import Trade Value (US$ Thousand),2017,172429.67084,WITS - UNSD Comtrade
332,Annual,Uruguay,Brazil,Food Products,Import Trade Value (US$ Thousand),2017,172401.8622,WITS - UNSD Comtrade
681,Annual,Cyprus,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,172396.805469259,WITS - UNSD Comtrade
1921,Annual,Ukraine,Latin America and Caribbean,Minerals,Import Trade Value (US$ Thousand),2017,172389.50709,WITS - UNSD Comtrade
1071,Annual,Slovenia,East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,172314.94414,WITS - UNSD Comtrade
741,Annual,"Congo, Dem. Rep.",Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,172237.909144707,WITS - UNSD Comtrade
800,Annual,Mauritius,East Asia and Pacific,Animal,Import Trade Value (US$ Thousand),2017,172214.003978967,WITS - UNSD Comtrade
2277,Annual,Uzbekistan,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,172191.08152,WITS - UNSD Comtrade
294,Annual,Paraguay,Brazil,Raw materials,Import Trade Value (US$ Thousand),2017,171993.08,WITS - UNSD Comtrade
262,Annual,Samoa,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,171987.164323194,WITS - UNSD Comtrade
709,Annual,Armenia,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,171965.91741,WITS - UNSD Comtrade
1270,Annual,St. Lucia,North America,Consumer goods,Import Trade Value (US$ Thousand),2017,171917.377030599,WITS - UNSD Comtrade
761,Annual,Kazakhstan,East Asia and Pacific,Stone and Glass,Import Trade Value (US$ Thousand),2017,171872.45321,WITS - UNSD Comtrade
1061,Annual,Albania,Italy,Mach and Elec,Import Trade Value (US$ Thousand),2017,171821.754530174,WITS - UNSD Comtrade
409,Annual,Cape Verde,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,171722.801010406,WITS - UNSD Comtrade
795,Annual,Namibia,East Asia and Pacific,Capital goods,Import Trade Value (US$ Thousand),2017,171721.780067121,WITS - UNSD Comtrade
502,Annual,Albania,Germany,Consumer goods,Import Trade Value (US$ Thousand),2017,171694.535573694,WITS - UNSD Comtrade
3079,Annual,Mozambique,World,Food Products,Import Trade Value (US$ Thousand),2017,171693.87635,WITS - UNSD Comtrade
2861,Annual,Namibia,South Africa,Miscellaneous,Import Trade Value (US$ Thousand),2017,171673.369014952,WITS - UNSD Comtrade
2056,Annual,Maldives,World,Vegetable,Import Trade Value (US$ Thousand),2017,171473.076879792,WITS - UNSD Comtrade
220,Annual,Luxembourg,Belgium,Wood,Import Trade Value (US$ Thousand),2017,171440.215983165,WITS - UNSD Comtrade
824,Annual,Mozambique,East Asia and Pacific,Vegetable,Import Trade Value (US$ Thousand),2017,171420.61891,WITS - UNSD Comtrade
852,Annual,South Africa,China,Hides and Skins,Import Trade Value (US$ Thousand),2017,171391.195745612,WITS - UNSD Comtrade
2031,Annual,Georgia,Romania,Fuel,Import Trade Value (US$ Thousand),2017,171276.70611,WITS - UNSD Comtrade
2928,Annual,Zambia,South Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,171256.332,WITS - UNSD Comtrade
590,Annual,Kyrgyz Republic,Europe and Central Asia,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,171211.364,WITS - UNSD Comtrade
2016,Annual,Georgia,Romania,Fuels,Import Trade Value (US$ Thousand),2017,171196.85823,WITS - UNSD Comtrade
499,Annual,Albania,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,171192.798064407,WITS - UNSD Comtrade
497,Annual,Andorra,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,171050.098387505,WITS - UNSD Comtrade
907,Annual,Croatia,France,Transportation,Import Trade Value (US$ Thousand),2017,171042.489,WITS - UNSD Comtrade
955,Annual,Slovenia,Germany,Wood,Import Trade Value (US$ Thousand),2017,170995.19162,WITS - UNSD Comtrade
2271,Annual,Moldova,Russian Federation,Miscellaneous,Import Trade Value (US$ Thousand),2017,170947.538,WITS - UNSD Comtrade
2057,Annual,Maldives,World,Food Products,Import Trade Value (US$ Thousand),2017,170849.795033173,WITS - UNSD Comtrade
3067,Annual,Angola,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,170723.57853,WITS - UNSD Comtrade
1321,Annual,Central African Republic,World,Consumer goods,Import Trade Value (US$ Thousand),2017,170557.915939702,WITS - UNSD Comtrade
2925,Annual,Senegal,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,170514.650693037,WITS - UNSD Comtrade
2373,Annual,Namibia,Sub-Saharan Africa,Vegetable,Import Trade Value (US$ Thousand),2017,170453.318746174,WITS - UNSD Comtrade
2277,Annual,Botswana,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,170424.451066098,WITS - UNSD Comtrade
56,Annual,"Egypt, Arab Rep.",United Arab Emirates,Stone and Glass,Import Trade Value (US$ Thousand),2017,170299.52226942,WITS - UNSD Comtrade
1992,Annual,Tanzania,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,170277.587,WITS - UNSD Comtrade
691,Annual,Jordan,East Asia and Pacific,Animal,Import Trade Value (US$ Thousand),2017,170236.579411646,WITS - UNSD Comtrade
815,Annual,Namibia,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,170113.693127732,WITS - UNSD Comtrade
1954,Annual,Ethiopia(excludes Eritrea),North America,Raw materials,Import Trade Value (US$ Thousand),2017,170070.265297656,WITS - UNSD Comtrade
2994,Annual,Ethiopia(excludes Eritrea),United States,Raw materials,Import Trade Value (US$ Thousand),2017,170068.805710861,WITS - UNSD Comtrade
737,Annual,"Congo, Rep.",France,Consumer goods,Import Trade Value (US$ Thousand),2017,169954.62405531,WITS - UNSD Comtrade
800,Annual,Namibia,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,169769.595213169,WITS - UNSD Comtrade
717,Annual,Nicaragua,East Asia and Pacific,Metals,Import Trade Value (US$ Thousand),2017,169707.38162,WITS - UNSD Comtrade
2494,Annual,Brunei,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,169655.609946354,WITS - UNSD Comtrade
2220,Annual,Bermuda,United States,Miscellaneous,Import Trade Value (US$ Thousand),2017,169498.97358,WITS - UNSD Comtrade
561,Annual,Uzbekistan,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,169474.80388,WITS - UNSD Comtrade
1035,Annual,Lesotho,Sub-Saharan Africa,Raw materials,Import Trade Value (US$ Thousand),2017,169462.581214711,WITS - UNSD Comtrade
636,Annual,Niger,East Asia and Pacific,Capital goods,Import Trade Value (US$ Thousand),2017,169426.90003,WITS - UNSD Comtrade
712,Annual,"Congo, Dem. Rep.",East Asia and Pacific,Chemical,Import Trade Value (US$ Thousand),2017,169374.803362015,WITS - UNSD Comtrade
1120,Annual,"Serbia, FR(Serbia/Montenegro)",France,Chemicals,Import Trade Value (US$ Thousand),2017,169219.497,WITS - UNSD Comtrade
1840,Annual,Burundi,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,169076.869600349,WITS - UNSD Comtrade
158,Annual,Aruba,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,168929.756463738,WITS - UNSD Comtrade
1902,Annual,Slovenia,Italy,Wood,Import Trade Value (US$ Thousand),2017,168790.13727,WITS - UNSD Comtrade
809,Annual,Mauritius,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,168764.830725719,WITS - UNSD Comtrade
1358,Annual,Czech Republic,Spain,Animal,Import Trade Value (US$ Thousand),2017,168757.273,WITS - UNSD Comtrade
2832,Annual,Armenia,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,168746.77117,WITS - UNSD Comtrade
1324,Annual,Lao PDR,Thailand,Chemical,Import Trade Value (US$ Thousand),2017,168613.255,WITS - UNSD Comtrade
3356,Annual,Tanzania,World,Wood,Import Trade Value (US$ Thousand),2017,168592.773,WITS - UNSD Comtrade
2629,Annual,Mozambique,Sub-Saharan Africa,Transportation,Import Trade Value (US$ Thousand),2017,168579.81097,WITS - UNSD Comtrade
3597,Annual,Costa Rica,World,Footwear,Import Trade Value (US$ Thousand),2017,168515.215333529,WITS - UNSD Comtrade
777,Annual,Ethiopia(excludes Eritrea),Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,168444.270732162,WITS - UNSD Comtrade
1277,Annual,Paraguay,Latin America and Caribbean,Vegetable,Import Trade Value (US$ Thousand),2017,168388.901,WITS - UNSD Comtrade
524,Annual,Estonia,China,Textiles,Import Trade Value (US$ Thousand),2017,168360.136808452,WITS - UNSD Comtrade
2569,Annual,Estonia,Russian Federation,Metals,Import Trade Value (US$ Thousand),2017,168194.937536797,WITS - UNSD Comtrade
602,Annual,Albania,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,168147.427575553,WITS - UNSD Comtrade
2847,Annual,Namibia,South Africa,Vegetable,Import Trade Value (US$ Thousand),2017,167966.248123544,WITS - UNSD Comtrade
4226,Annual,New Zealand,World,Minerals,Import Trade Value (US$ Thousand),2017,167869.407720041,WITS - UNSD Comtrade
1260,Annual,Occ.Pal.Terr,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,167826.859222886,WITS - UNSD Comtrade
517,Annual,Estonia,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,167804.944318441,WITS - UNSD Comtrade
1377,Annual,Malta,Latin America and Caribbean,Transportation,Import Trade Value (US$ Thousand),2017,167762.802603983,WITS - UNSD Comtrade
1785,Annual,St. Lucia,United States,Consumer goods,Import Trade Value (US$ Thousand),2017,167758.881989098,WITS - UNSD Comtrade
1965,Annual,Sri Lanka,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,167674.926826174,WITS - UNSD Comtrade
2289,Annual,Fiji,World,Vegetable,Import Trade Value (US$ Thousand),2017,167644.431188152,WITS - UNSD Comtrade
2423,Annual,Lithuania,Russian Federation,Metals,Import Trade Value (US$ Thousand),2017,167572.68,WITS - UNSD Comtrade
1085,Annual,Turkey,East Asia and Pacific,Hides and Skins,Import Trade Value (US$ Thousand),2017,167540.665,WITS - UNSD Comtrade
2307,Annual,Zimbabwe,South Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,167536.09463,WITS - UNSD Comtrade
2752,Annual,Sri Lanka,South Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,167519.906348913,WITS - UNSD Comtrade
674,Annual,Oman,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,167470.78336716,WITS - UNSD Comtrade
2558,Annual,Burkina Faso,World,Minerals,Import Trade Value (US$ Thousand),2017,167452.424797488,WITS - UNSD Comtrade
1276,Annual,Croatia,Italy,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,167415.69,WITS - UNSD Comtrade
2394,Annual,Georgia,Turkey,Chemicals,Import Trade Value (US$ Thousand),2017,167405.47618,WITS - UNSD Comtrade
2496,Annual,Malawi,World,Transportation,Import Trade Value (US$ Thousand),2017,167225.250045013,WITS - UNSD Comtrade
3043,Annual,Barbados,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,167214.466,WITS - UNSD Comtrade
2195,Annual,Peru,North America,Ores and Metals,Import Trade Value (US$ Thousand),2017,167199.9226,WITS - UNSD Comtrade
1322,Annual,Central African Republic,World,Capital goods,Import Trade Value (US$ Thousand),2017,167107.156094255,WITS - UNSD Comtrade
2497,Annual,Jamaica,World,Animal,Import Trade Value (US$ Thousand),2017,166928.23487,WITS - UNSD Comtrade
3252,Annual,Peru,United States,Ores and Metals,Import Trade Value (US$ Thousand),2017,166828.44718,WITS - UNSD Comtrade
2903,Annual,Zambia,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,166815.748,WITS - UNSD Comtrade
2411,Annual,Georgia,Turkey,Textiles,Import Trade Value (US$ Thousand),2017,166808.49999,WITS - UNSD Comtrade
2143,Annual,Guyana,United States,Capital goods,Import Trade Value (US$ Thousand),2017,166798.009373395,WITS - UNSD Comtrade
414,Annual,Madagascar,China,Mach and Elec,Import Trade Value (US$ Thousand),2017,166715.23316106,WITS - UNSD Comtrade
2888,Annual,Zambia,World,Animal,Import Trade Value (US$ Thousand),2017,166707.748,WITS - UNSD Comtrade
3140,Annual,Bolivia,World,Raw materials,Import Trade Value (US$ Thousand),2017,166610.78984,WITS - UNSD Comtrade
2244,Annual,Benin,World,Transportation,Import Trade Value (US$ Thousand),2017,166607.724377579,WITS - UNSD Comtrade
683,Annual,Cyprus,Europe and Central Asia,Wood,Import Trade Value (US$ Thousand),2017,166560.234893062,WITS - UNSD Comtrade
3562,Annual,Luxembourg,World,Minerals,Import Trade Value (US$ Thousand),2017,166495.264164234,WITS - UNSD Comtrade
2889,Annual,Zambia,World,Vegetable,Import Trade Value (US$ Thousand),2017,166372.465,WITS - UNSD Comtrade
1903,Annual,Slovenia,Italy,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,166318.13235,WITS - UNSD Comtrade
809,Annual,Argentina,Europe and Central Asia,Ores and Metals,Import Trade Value (US$ Thousand),2017,166260.60975,WITS - UNSD Comtrade
1384,Annual,Sri Lanka,India,Miscellaneous,Import Trade Value (US$ Thousand),2017,166058.217963102,WITS - UNSD Comtrade
1799,Annual,Benin,South Asia,Raw materials,Import Trade Value (US$ Thousand),2017,165970.621237515,WITS - UNSD Comtrade
2185,Annual,Slovenia,Latin America and Caribbean,Food Products,Import Trade Value (US$ Thousand),2017,165941.91636,WITS - UNSD Comtrade
568,Annual,Malta,Germany,Mach and Elec,Import Trade Value (US$ Thousand),2017,165542.820516015,WITS - UNSD Comtrade
496,Annual,Aruba,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,165531.951084972,WITS - UNSD Comtrade
1686,Annual,Zambia,Mozambique,Chemicals,Import Trade Value (US$ Thousand),2017,165407.184,WITS - UNSD Comtrade
1696,Annual,Zambia,Mozambique,Chemical,Import Trade Value (US$ Thousand),2017,165395.016,WITS - UNSD Comtrade
1804,Annual,Belize,World,Capital goods,Import Trade Value (US$ Thousand),2017,165309.355335,WITS - UNSD Comtrade
1615,Annual,Ecuador,Latin America and Caribbean,Ores and Metals,Import Trade Value (US$ Thousand),2017,165156.82077,WITS - UNSD Comtrade
1874,Annual,Mauritius,Middle East and North Africa,Fuels,Import Trade Value (US$ Thousand),2017,165115.502139443,WITS - UNSD Comtrade
1889,Annual,Mauritius,Middle East and North Africa,Fuel,Import Trade Value (US$ Thousand),2017,165108.265977083,WITS - UNSD Comtrade
2409,Annual,Paraguay,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,165107.633,WITS - UNSD Comtrade
1670,Annual,Jamaica,North America,Vegetable,Import Trade Value (US$ Thousand),2017,165038.20037,WITS - UNSD Comtrade
2017,Annual,Niger,Sub-Saharan Africa,Intermediate goods,Import Trade Value (US$ Thousand),2017,165036.83861,WITS - UNSD Comtrade
878,Annual,Tanzania,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,164964.284,WITS - UNSD Comtrade
255,Annual,Samoa,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,164957.313748403,WITS - UNSD Comtrade
2918,Annual,Senegal,World,Wood,Import Trade Value (US$ Thousand),2017,164922.935688149,WITS - UNSD Comtrade
3565,Annual,Lebanon,Ukraine,Vegetable,Import Trade Value (US$ Thousand),2017,164842.800550953,WITS - UNSD Comtrade
2816,Annual,Australia,North America,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,164806.549354435,WITS - UNSD Comtrade
2096,Annual,Occ.Pal.Terr,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,164650.31834936,WITS - UNSD Comtrade
1264,Annual,Cape Verde,Portugal,Consumer goods,Import Trade Value (US$ Thousand),2017,164644.058179807,WITS - UNSD Comtrade
2268,Annual,Botswana,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,164604.321301292,WITS - UNSD Comtrade
2911,Annual,Azerbaijan,Ukraine,Food Products,Import Trade Value (US$ Thousand),2017,164548.56123,WITS - UNSD Comtrade
1381,Annual,"Bahamas, The",North America,Wood,Import Trade Value (US$ Thousand),2017,164451.10188,WITS - UNSD Comtrade
902,Annual,Ukraine,East Asia and Pacific,Stone and Glass,Import Trade Value (US$ Thousand),2017,164322.29591,WITS - UNSD Comtrade
967,Annual,Malaysia,Europe and Central Asia,Hides and Skins,Import Trade Value (US$ Thousand),2017,164319.999498499,WITS - UNSD Comtrade
2400,Annual,Zambia,Sub-Saharan Africa,Food Products,Import Trade Value (US$ Thousand),2017,164145.427,WITS - UNSD Comtrade
4736,Annual,Belgium,Vietnam,Hides and Skins,Import Trade Value (US$ Thousand),2017,163991.108044628,WITS - UNSD Comtrade
2424,Annual,Georgia,Ukraine,Food Products,Import Trade Value (US$ Thousand),2017,163984.2006,WITS - UNSD Comtrade
2149,Annual,Togo,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,163971.645665491,WITS - UNSD Comtrade
2581,Annual,Ethiopia(excludes Eritrea),Sub-Saharan Africa,Fuel,Import Trade Value (US$ Thousand),2017,163907.534295115,WITS - UNSD Comtrade
3072,Annual,Angola,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,163872.42308,WITS - UNSD Comtrade
2117,Annual,Madagascar,South Asia,Vegetable,Import Trade Value (US$ Thousand),2017,163790.202941393,WITS - UNSD Comtrade
2385,Annual,Jordan,Saudi Arabia,Chemicals,Import Trade Value (US$ Thousand),2017,163774.494956017,WITS - UNSD Comtrade
709,Annual,"Congo, Dem. Rep.",East Asia and Pacific,Transportation,Import Trade Value (US$ Thousand),2017,163725.159924232,WITS - UNSD Comtrade
2398,Annual,Georgia,Turkey,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,163709.05829,WITS - UNSD Comtrade
1918,Annual,Cambodia,Thailand,Chemicals,Import Trade Value (US$ Thousand),2017,163612.95838,WITS - UNSD Comtrade
2282,Annual,Hungary,Netherlands,Vegetable,Import Trade Value (US$ Thousand),2017,163600.36,WITS - UNSD Comtrade
730,Annual,Seychelles,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,163577.5109,WITS - UNSD Comtrade
1864,Annual,St. Lucia,World,Food,Import Trade Value (US$ Thousand),2017,163556.796154152,WITS - UNSD Comtrade
645,Annual,Norway,China,Stone and Glass,Import Trade Value (US$ Thousand),2017,163540.396267208,WITS - UNSD Comtrade
3141,Annual,Mozambique,South Africa,Chemical,Import Trade Value (US$ Thousand),2017,163494.22996,WITS - UNSD Comtrade
2164,Annual,Bahrain,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,163353.471071027,WITS - UNSD Comtrade
2880,Annual,"Serbia, FR(Serbia/Montenegro)",Russian Federation,Metals,Import Trade Value (US$ Thousand),2017,163271.169,WITS - UNSD Comtrade
991,Annual,Luxembourg,Europe and Central Asia,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,163154.491905245,WITS - UNSD Comtrade
1024,Annual,Belize,Latin America and Caribbean,Consumer goods,Import Trade Value (US$ Thousand),2017,163050.346115,WITS - UNSD Comtrade
665,Annual,Uganda,East Asia and Pacific,Metals,Import Trade Value (US$ Thousand),2017,163016.5049,WITS - UNSD Comtrade
2100,Annual,Occ.Pal.Terr,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,163014.334168229,WITS - UNSD Comtrade
1985,Annual,"Bahamas, The",United States,Wood,Import Trade Value (US$ Thousand),2017,162953.00215,WITS - UNSD Comtrade
579,Annual,Malawi,East Asia and Pacific,Intermediate goods,Import Trade Value (US$ Thousand),2017,162945.961553583,WITS - UNSD Comtrade
548,Annual,Uzbekistan,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,162936.41088,WITS - UNSD Comtrade
972,Annual,Benin,India,Raw materials,Import Trade Value (US$ Thousand),2017,162885.228327271,WITS - UNSD Comtrade
613,Annual,Nepal,East Asia and Pacific,Chemicals,Import Trade Value (US$ Thousand),2017,162738.125660577,WITS - UNSD Comtrade
2566,Annual,Ethiopia(excludes Eritrea),Sub-Saharan Africa,Fuels,Import Trade Value (US$ Thousand),2017,162603.54854211,WITS - UNSD Comtrade
1768,Annual,Bosnia and Herzegovina,Latin America and Caribbean,Food,Import Trade Value (US$ Thousand),2017,162506.13586,WITS - UNSD Comtrade
818,Annual,"Serbia, FR(Serbia/Montenegro)",Germany,Ores and Metals,Import Trade Value (US$ Thousand),2017,162504.092,WITS - UNSD Comtrade
1094,Annual,New Zealand,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,162501.805113541,WITS - UNSD Comtrade
619,Annual,Croatia,Germany,Animal,Import Trade Value (US$ Thousand),2017,162501.469,WITS - UNSD Comtrade
988,Annual,Dominican Republic,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,162493.59886,WITS - UNSD Comtrade
2042,Annual,Georgia,Russian Federation,Vegetable,Import Trade Value (US$ Thousand),2017,162463.32452,WITS - UNSD Comtrade
695,Annual,Uganda,Europe and Central Asia,Mach and Elec,Import Trade Value (US$ Thousand),2017,162447.47507,WITS - UNSD Comtrade
751,Annual,Nicaragua,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,162322.4534,WITS - UNSD Comtrade
1104,Annual,Cameroon,France,Vegetable,Import Trade Value (US$ Thousand),2017,162260.774958072,WITS - UNSD Comtrade
372,Annual,Lao PDR,East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,162115.293,WITS - UNSD Comtrade
1387,Annual,"Bahamas, The",North America,Transportation,Import Trade Value (US$ Thousand),2017,162080.06447,WITS - UNSD Comtrade
684,Annual,Burkina Faso,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,162069.960510457,WITS - UNSD Comtrade
632,Annual,Niger,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,161945.399,WITS - UNSD Comtrade
3154,Annual,Qatar,World,Hides and Skins,Import Trade Value (US$ Thousand),2017,161864.936720067,WITS - UNSD Comtrade
2640,Annual,Mozambique,Sub-Saharan Africa,Raw materials,Import Trade Value (US$ Thousand),2017,161858.73833,WITS - UNSD Comtrade
2372,Annual,"Congo, Rep.",World,Fuel,Import Trade Value (US$ Thousand),2017,161776.813661646,WITS - UNSD Comtrade
726,Annual,Ireland,China,Footwear,Import Trade Value (US$ Thousand),2017,161724.947900163,WITS - UNSD Comtrade
515,Annual,Kazakhstan,China,Stone and Glass,Import Trade Value (US$ Thousand),2017,161706.61992,WITS - UNSD Comtrade
3138,Annual,Mozambique,South Africa,Transportation,Import Trade Value (US$ Thousand),2017,161626.28489,WITS - UNSD Comtrade
611,Annual,Brazil,China,Footwear,Import Trade Value (US$ Thousand),2017,161600.618,WITS - UNSD Comtrade
2319,Annual,Lithuania,Poland,Textiles,Import Trade Value (US$ Thousand),2017,161572.574,WITS - UNSD Comtrade
1311,Annual,Jordan,Italy,Stone and Glass,Import Trade Value (US$ Thousand),2017,161515.936735241,WITS - UNSD Comtrade
489,Annual,Albania,Germany,Transportation,Import Trade Value (US$ Thousand),2017,161264.107836738,WITS - UNSD Comtrade
1054,Annual,Cote d'Ivoire,France,Food Products,Import Trade Value (US$ Thousand),2017,161179.908735061,WITS - UNSD Comtrade
