,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
2176,Annual,Niger,Thailand,Consumer goods,Import Trade Value (US$ Thousand),2017,161137.5645,WITS - UNSD Comtrade
2158,Annual,Togo,World,Textiles,Import Trade Value (US$ Thousand),2017,161113.893268809,WITS - UNSD Comtrade
1991,Annual,"Bahamas, The",United States,Transportation,Import Trade Value (US$ Thousand),2017,161084.55144,WITS - UNSD Comtrade
384,Annual,Malawi,China,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,161079.674730226,WITS - UNSD Comtrade
1262,Annual,Occ.Pal.Terr,Middle East and North Africa,Wood,Import Trade Value (US$ Thousand),2017,161078.240396256,WITS - UNSD Comtrade
805,Annual,Qatar,East Asia and Pacific,Wood,Import Trade Value (US$ Thousand),2017,161013.758447619,WITS - UNSD Comtrade
581,Annual,Malta,Germany,Intermediate goods,Import Trade Value (US$ Thousand),2017,161005.681741908,WITS - UNSD Comtrade
739,Annual,Nicaragua,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,160922.04345,WITS - UNSD Comtrade
496,Annual,Andorra,Europe and Central Asia,Mach and Elec,Import Trade Value (US$ Thousand),2017,160919.92667611,WITS - UNSD Comtrade
2574,Annual,Estonia,Russian Federation,Chemical,Import Trade Value (US$ Thousand),2017,160911.607048821,WITS - UNSD Comtrade
2145,Annual,Belarus,Norway,Animal,Import Trade Value (US$ Thousand),2017,160897.2,WITS - UNSD Comtrade
3034,Annual,Barbados,World,Chemical,Import Trade Value (US$ Thousand),2017,160883.033,WITS - UNSD Comtrade
1650,Annual,Panama,North America,Textiles,Import Trade Value (US$ Thousand),2017,160829.017,WITS - UNSD Comtrade
2994,Annual,Uganda,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,160800.0421,WITS - UNSD Comtrade
2677,Annual,Cameroon,Russian Federation,Raw materials,Import Trade Value (US$ Thousand),2017,160685.930914296,WITS - UNSD Comtrade
1231,Annual,Cyprus,Italy,Intermediate goods,Import Trade Value (US$ Thousand),2017,160619.482508245,WITS - UNSD Comtrade
1807,Annual,Nicaragua,North America,Raw materials,Import Trade Value (US$ Thousand),2017,160602.29326,WITS - UNSD Comtrade
784,Annual,Bulgaria,Europe and Central Asia,Hides and Skins,Import Trade Value (US$ Thousand),2017,160602.036095862,WITS - UNSD Comtrade
484,Annual,Uruguay,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,160482.19872,WITS - UNSD Comtrade
646,Annual,Oman,East Asia and Pacific,Miscellaneous,Import Trade Value (US$ Thousand),2017,160473.46800212,WITS - UNSD Comtrade
1917,Annual,Zimbabwe,Sub-Saharan Africa,Food Products,Import Trade Value (US$ Thousand),2017,160432.30985,WITS - UNSD Comtrade
2385,Annual,Jamaica,United States,Vegetable,Import Trade Value (US$ Thousand),2017,160422.2823,WITS - UNSD Comtrade
227,Annual,Luxembourg,Belgium,Miscellaneous,Import Trade Value (US$ Thousand),2017,160291.551659878,WITS - UNSD Comtrade
687,Annual,Uganda,Europe and Central Asia,Chemicals,Import Trade Value (US$ Thousand),2017,160197.99185,WITS - UNSD Comtrade
62,Annual,Bahrain,United Arab Emirates,Minerals,Import Trade Value (US$ Thousand),2017,160186.436870377,WITS - UNSD Comtrade
2932,Annual,Senegal,World,Textiles,Import Trade Value (US$ Thousand),2017,160170.36342165,WITS - UNSD Comtrade
2346,Annual,Albania,World,Hides and Skins,Import Trade Value (US$ Thousand),2017,160130.741912761,WITS - UNSD Comtrade
1472,Annual,Latvia,Lithuania,Metals,Import Trade Value (US$ Thousand),2017,160100.886863896,WITS - UNSD Comtrade
1104,Annual,Slovenia,Europe and Central Asia,Footwear,Import Trade Value (US$ Thousand),2017,160084.00725,WITS - UNSD Comtrade
2627,Annual,Mozambique,Sub-Saharan Africa,Metals,Import Trade Value (US$ Thousand),2017,160051.88551,WITS - UNSD Comtrade
2187,Annual,Tanzania,Malaysia,Food,Import Trade Value (US$ Thousand),2017,160028.75,WITS - UNSD Comtrade
497,Annual,Qatar,China,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,159969.879766224,WITS - UNSD Comtrade
2170,Annual,Tanzania,Malaysia,Vegetable,Import Trade Value (US$ Thousand),2017,159895.331,WITS - UNSD Comtrade
767,Annual,"Macedonia, FYR",Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,159809.51366,WITS - UNSD Comtrade
2209,Annual,Singapore,Japan,Minerals,Import Trade Value (US$ Thousand),2017,159801.400646732,WITS - UNSD Comtrade
1319,Annual,Lao PDR,Thailand,Metals,Import Trade Value (US$ Thousand),2017,159790.912,WITS - UNSD Comtrade
2742,Annual,Nicaragua,United States,Raw materials,Import Trade Value (US$ Thousand),2017,159731.50606,WITS - UNSD Comtrade
2077,Annual,Cambodia,Vietnam,Metals,Import Trade Value (US$ Thousand),2017,159655.63156,WITS - UNSD Comtrade
2145,Annual,Togo,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,159602.522261489,WITS - UNSD Comtrade
978,Annual,Luxembourg,Europe and Central Asia,Minerals,Import Trade Value (US$ Thousand),2017,159569.054296497,WITS - UNSD Comtrade
2607,Annual,Malta,World,Textiles,Import Trade Value (US$ Thousand),2017,159538.840898986,WITS - UNSD Comtrade
2312,Annual,Lithuania,Poland,Miscellaneous,Import Trade Value (US$ Thousand),2017,159300.302,WITS - UNSD Comtrade
200,Annual,New Zealand,Australia,Animal,Import Trade Value (US$ Thousand),2017,159187.631553192,WITS - UNSD Comtrade
841,Annual,"Egypt, Arab Rep.",East Asia and Pacific,Stone and Glass,Import Trade Value (US$ Thousand),2017,159107.81607793,WITS - UNSD Comtrade
2039,Annual,Cote d'Ivoire,Middle East and North Africa,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,159095.216355344,WITS - UNSD Comtrade
1708,Annual,Jordan,Middle East and North Africa,Ores and Metals,Import Trade Value (US$ Thousand),2017,159077.755941533,WITS - UNSD Comtrade
378,Annual,Uzbekistan,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,159074.10995,WITS - UNSD Comtrade
1609,Annual,"Serbia, FR(Serbia/Montenegro)",Italy,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,159030.082,WITS - UNSD Comtrade
2876,Annual,Azerbaijan,Turkey,Metals,Import Trade Value (US$ Thousand),2017,158979.3387,WITS - UNSD Comtrade
1983,Annual,Ecuador,North America,Food Products,Import Trade Value (US$ Thousand),2017,158932.83597,WITS - UNSD Comtrade
511,Annual,Estonia,China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,158878.642058485,WITS - UNSD Comtrade
681,Annual,Malta,Europe and Central Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,158831.536877681,WITS - UNSD Comtrade
651,Annual,"Macedonia, FYR",Germany,Transportation,Import Trade Value (US$ Thousand),2017,158811.8473,WITS - UNSD Comtrade
2507,Annual,Malawi,World,Raw materials,Import Trade Value (US$ Thousand),2017,158767.236974179,WITS - UNSD Comtrade
924,Annual,Cameroon,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,158733.409269904,WITS - UNSD Comtrade
953,Annual,Estonia,Finland,Food,Import Trade Value (US$ Thousand),2017,158585.01971008,WITS - UNSD Comtrade
2997,Annual,Kuwait,Saudi Arabia,Wood,Import Trade Value (US$ Thousand),2017,158584.311175626,WITS - UNSD Comtrade
2869,Annual,Azerbaijan,Turkey,Chemicals,Import Trade Value (US$ Thousand),2017,158563.65478,WITS - UNSD Comtrade
2706,Annual,Madagascar,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,158559.382144538,WITS - UNSD Comtrade
2023,Annual,Swaziland,World,Textiles,Import Trade Value (US$ Thousand),2017,158468.500379409,WITS - UNSD Comtrade
2771,Annual,Mauritius,Sub-Saharan Africa,Fuels,Import Trade Value (US$ Thousand),2017,158457.779121449,WITS - UNSD Comtrade
3753,Annual,Kuwait,World,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,158379.326199008,WITS - UNSD Comtrade
3045,Annual,Honduras,World,Animal,Import Trade Value (US$ Thousand),2017,158375.35169,WITS - UNSD Comtrade
2147,Annual,New Zealand,Latin America and Caribbean,Vegetable,Import Trade Value (US$ Thousand),2017,158366.098043884,WITS - UNSD Comtrade
1105,Annual,Morocco,France,Food Products,Import Trade Value (US$ Thousand),2017,158314.222044993,WITS - UNSD Comtrade
2540,Annual,Croatia,Slovenia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,158253.448,WITS - UNSD Comtrade
2786,Annual,Mauritius,Sub-Saharan Africa,Fuel,Import Trade Value (US$ Thousand),2017,158225.529346509,WITS - UNSD Comtrade
1873,Annual,Greenland,World,Food,Import Trade Value (US$ Thousand),2017,158187.29256,WITS - UNSD Comtrade
697,Annual,Madagascar,Europe and Central Asia,Mach and Elec,Import Trade Value (US$ Thousand),2017,157982.740035246,WITS - UNSD Comtrade
2137,Annual,Israel,North America,Wood,Import Trade Value (US$ Thousand),2017,157962.0,WITS - UNSD Comtrade
1498,Annual,Palau,World,All Products,Import Trade Value (US$ Thousand),2017,157813.25684,WITS - UNSD Comtrade
2593,Annual,Myanmar,Thailand,Fuels,Import Trade Value (US$ Thousand),2017,157805.72343,WITS - UNSD Comtrade
3715,Annual,Ireland,Sub-Saharan Africa,Ores and Metals,Import Trade Value (US$ Thousand),2017,157794.027404834,WITS - UNSD Comtrade
2288,Annual,Fiji,World,Animal,Import Trade Value (US$ Thousand),2017,157692.683006903,WITS - UNSD Comtrade
539,Annual,Fiji,East Asia and Pacific,Vegetable,Import Trade Value (US$ Thousand),2017,157668.764878566,WITS - UNSD Comtrade
636,Annual,Moldova,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,157631.815,WITS - UNSD Comtrade
563,Annual,Albania,East Asia and Pacific,Miscellaneous,Import Trade Value (US$ Thousand),2017,157564.661236701,WITS - UNSD Comtrade
609,Annual,"Congo, Rep.",Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,157531.951080834,WITS - UNSD Comtrade
1971,Annual,Portugal,Latin America and Caribbean,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,157514.933725702,WITS - UNSD Comtrade
2608,Annual,Myanmar,Thailand,Fuel,Import Trade Value (US$ Thousand),2017,157481.57327,WITS - UNSD Comtrade
1249,Annual,Solomon Islands,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,157461.234151102,WITS - UNSD Comtrade
767,Annual,Uruguay,Europe and Central Asia,Food,Import Trade Value (US$ Thousand),2017,157399.1571,WITS - UNSD Comtrade
2099,Annual,"Bahamas, The",World,Vegetable,Import Trade Value (US$ Thousand),2017,157349.20501,WITS - UNSD Comtrade
2405,Annual,"Congo, Dem. Rep.",Sub-Saharan Africa,Raw materials,Import Trade Value (US$ Thousand),2017,157179.664639849,WITS - UNSD Comtrade
2893,Annual,Ukraine,Russian Federation,Minerals,Import Trade Value (US$ Thousand),2017,157119.95947,WITS - UNSD Comtrade
2868,Annual,Hungary,Slovak Republic,Animal,Import Trade Value (US$ Thousand),2017,157119.285,WITS - UNSD Comtrade
106,Annual,Fiji,Australia,Consumer goods,Import Trade Value (US$ Thousand),2017,156950.746477854,WITS - UNSD Comtrade
662,Annual,Mali,East Asia and Pacific,Transportation,Import Trade Value (US$ Thousand),2017,156903.77012062,WITS - UNSD Comtrade
965,Annual,Finland,Denmark,Animal,Import Trade Value (US$ Thousand),2017,156902.810667676,WITS - UNSD Comtrade
3450,Annual,Colombia,World,Hides and Skins,Import Trade Value (US$ Thousand),2017,156864.93773,WITS - UNSD Comtrade
657,Annual,Lithuania,Germany,Food Products,Import Trade Value (US$ Thousand),2017,156820.81,WITS - UNSD Comtrade
3013,Annual,Ecuador,United States,Food Products,Import Trade Value (US$ Thousand),2017,156640.86229,WITS - UNSD Comtrade
927,Annual,Ukraine,Europe and Central Asia,Hides and Skins,Import Trade Value (US$ Thousand),2017,156591.52731,WITS - UNSD Comtrade
651,Annual,Nepal,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,156570.834761422,WITS - UNSD Comtrade
1833,Annual,Algeria,Middle East and North Africa,Ores and Metals,Import Trade Value (US$ Thousand),2017,156486.83884,WITS - UNSD Comtrade
834,Annual,Romania,East Asia and Pacific,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,156438.87624,WITS - UNSD Comtrade
212,Annual,Luxembourg,Belgium,Animal,Import Trade Value (US$ Thousand),2017,156390.867737796,WITS - UNSD Comtrade
513,Annual,Mauritania,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,156340.601504375,WITS - UNSD Comtrade
737,Annual,Rwanda,Europe and Central Asia,Capital goods,Import Trade Value (US$ Thousand),2017,156226.522384355,WITS - UNSD Comtrade
1105,Annual,Cameroon,France,Food Products,Import Trade Value (US$ Thousand),2017,156151.892914632,WITS - UNSD Comtrade
2743,Annual,Sri Lanka,South Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,156136.191799936,WITS - UNSD Comtrade
2873,Annual,"Serbia, FR(Serbia/Montenegro)",Russian Federation,Chemicals,Import Trade Value (US$ Thousand),2017,156117.174,WITS - UNSD Comtrade
1745,Annual,Peru,Latin America and Caribbean,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,156116.37145,WITS - UNSD Comtrade
2357,Annual,"Congo, Rep.",World,Fuels,Import Trade Value (US$ Thousand),2017,156108.15421062,WITS - UNSD Comtrade
866,Annual,Barbados,Europe and Central Asia,Manufactures,Import Trade Value (US$ Thousand),2017,156090.874,WITS - UNSD Comtrade
3060,Annual,Bahrain,Saudi Arabia,Animal,Import Trade Value (US$ Thousand),2017,155931.219152133,WITS - UNSD Comtrade
1076,Annual,Albania,Italy,Capital goods,Import Trade Value (US$ Thousand),2017,155912.697305509,WITS - UNSD Comtrade
1209,Annual,Portugal,United Kingdom,Ores and Metals,Import Trade Value (US$ Thousand),2017,155781.609172297,WITS - UNSD Comtrade
535,Annual,Sri Lanka,China,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,155745.407930229,WITS - UNSD Comtrade
425,Annual,Ecuador,Canada,Raw materials,Import Trade Value (US$ Thousand),2017,155745.3412,WITS - UNSD Comtrade
2562,Annual,Estonia,Russian Federation,Chemicals,Import Trade Value (US$ Thousand),2017,155619.083154723,WITS - UNSD Comtrade
2010,Annual,Swaziland,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,155565.575012681,WITS - UNSD Comtrade
1294,Annual,Norway,Gabon,Minerals,Import Trade Value (US$ Thousand),2017,155554.313308528,WITS - UNSD Comtrade
783,Annual,Greece,Germany,Wood,Import Trade Value (US$ Thousand),2017,155553.53354112,WITS - UNSD Comtrade
797,Annual,El Salvador,East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,155540.00937,WITS - UNSD Comtrade
3041,Annual,Tunisia,World,Footwear,Import Trade Value (US$ Thousand),2017,155492.50904158,WITS - UNSD Comtrade
1634,Annual,Panama,North America,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,155460.845,WITS - UNSD Comtrade
1717,Annual,Lithuania,Latvia,Food Products,Import Trade Value (US$ Thousand),2017,155374.899,WITS - UNSD Comtrade
946,Annual,Tunisia,France,Miscellaneous,Import Trade Value (US$ Thousand),2017,155356.369676072,WITS - UNSD Comtrade
664,Annual,Niger,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,155264.91357,WITS - UNSD Comtrade
2306,Annual,Lithuania,Poland,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,155240.428,WITS - UNSD Comtrade
2132,Annual,Mali,Sub-Saharan Africa,Food Products,Import Trade Value (US$ Thousand),2017,155060.25550929,WITS - UNSD Comtrade
865,Annual,Tanzania,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,155050.182,WITS - UNSD Comtrade
769,Annual,Tunisia,Europe and Central Asia,Stone and Glass,Import Trade Value (US$ Thousand),2017,154996.526228616,WITS - UNSD Comtrade
597,Annual,Brunei,East Asia and Pacific,Raw materials,Import Trade Value (US$ Thousand),2017,154958.957677805,WITS - UNSD Comtrade
628,Annual,Mongolia,East Asia and Pacific,Fuel,Import Trade Value (US$ Thousand),2017,154890.06928,WITS - UNSD Comtrade
1812,Annual,Colombia,Latin America and Caribbean,Stone and Glass,Import Trade Value (US$ Thousand),2017,154765.832,WITS - UNSD Comtrade
566,Annual,Latvia,Germany,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,154746.982807696,WITS - UNSD Comtrade
528,Annual,Bolivia,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,154732.47949,WITS - UNSD Comtrade
613,Annual,Mongolia,East Asia and Pacific,Fuels,Import Trade Value (US$ Thousand),2017,154726.58776,WITS - UNSD Comtrade
3156,Annual,Ukraine,Sub-Saharan Africa,Food Products,Import Trade Value (US$ Thousand),2017,154702.31307,WITS - UNSD Comtrade
713,Annual,Zambia,East Asia and Pacific,Metals,Import Trade Value (US$ Thousand),2017,154627.293,WITS - UNSD Comtrade
550,Annual,Fiji,East Asia and Pacific,Metals,Import Trade Value (US$ Thousand),2017,154625.320647914,WITS - UNSD Comtrade
1104,Annual,New Zealand,Europe and Central Asia,Stone and Glass,Import Trade Value (US$ Thousand),2017,154617.989499924,WITS - UNSD Comtrade
2501,Annual,Brazil,North America,Stone and Glass,Import Trade Value (US$ Thousand),2017,154604.69,WITS - UNSD Comtrade
1942,Annual,Costa Rica,Latin America and Caribbean,Textiles,Import Trade Value (US$ Thousand),2017,154603.023219221,WITS - UNSD Comtrade
912,Annual,Portugal,East Asia and Pacific,Footwear,Import Trade Value (US$ Thousand),2017,154517.651070418,WITS - UNSD Comtrade
2197,Annual,Oman,Saudi Arabia,Stone and Glass,Import Trade Value (US$ Thousand),2017,154502.94058108,WITS - UNSD Comtrade
1653,Annual,"Congo, Rep.",Norway,Intermediate goods,Import Trade Value (US$ Thousand),2017,154458.429399067,WITS - UNSD Comtrade
969,Annual,Dominican Republic,East Asia and Pacific,Footwear,Import Trade Value (US$ Thousand),2017,154196.94775,WITS - UNSD Comtrade
1929,Annual,Zimbabwe,Sub-Saharan Africa,Transportation,Import Trade Value (US$ Thousand),2017,154192.41879,WITS - UNSD Comtrade
1173,Annual,Lesotho,World,Vegetable,Import Trade Value (US$ Thousand),2017,154130.174672009,WITS - UNSD Comtrade
1023,Annual,Lesotho,Sub-Saharan Africa,Mach and Elec,Import Trade Value (US$ Thousand),2017,154093.00983387,WITS - UNSD Comtrade
2066,Annual,Georgia,Russian Federation,Raw materials,Import Trade Value (US$ Thousand),2017,153966.31247,WITS - UNSD Comtrade
1637,Annual,Panama,North America,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,153945.441,WITS - UNSD Comtrade
886,Annual,Tanzania,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,153914.373,WITS - UNSD Comtrade
1214,Annual,Lesotho,South Africa,Mach and Elec,Import Trade Value (US$ Thousand),2017,153852.081111501,WITS - UNSD Comtrade
813,Annual,Jamaica,Europe and Central Asia,Capital goods,Import Trade Value (US$ Thousand),2017,153838.72656,WITS - UNSD Comtrade
728,Annual,Benin,France,Manufactures,Import Trade Value (US$ Thousand),2017,153739.279446406,WITS - UNSD Comtrade
3127,Annual,Ecuador,World,Footwear,Import Trade Value (US$ Thousand),2017,153732.54052,WITS - UNSD Comtrade
575,Annual,Latvia,Germany,Miscellaneous,Import Trade Value (US$ Thousand),2017,153724.066042532,WITS - UNSD Comtrade
1471,Annual,Guyana,North America,Mach and Elec,Import Trade Value (US$ Thousand),2017,153704.819862387,WITS - UNSD Comtrade
